GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC03_EST_VC14,HC03_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC03_EST_VC17,HC03_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC01_EST_VC21,HC01_MOE_VC21,HC02_EST_VC21,HC02_MOE_VC21,HC03_EST_VC21,HC03_MOE_VC21,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC03_EST_VC22,HC03_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC03_EST_VC23,HC03_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC03_EST_VC24,HC03_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC03_EST_VC25,HC03_MOE_VC25,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC03_EST_VC28,HC03_MOE_VC28,HC01_EST_VC29,HC01_MOE_VC29,HC02_EST_VC29,HC02_MOE_VC29,HC03_EST_VC29,HC03_MOE_VC29,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC03_EST_VC30,HC03_MOE_VC30,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC03_EST_VC33,HC03_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC03_EST_VC34,HC03_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC03_EST_VC35,HC03_MOE_VC35,HC01_EST_VC38,HC01_MOE_VC38,HC02_EST_VC38,HC02_MOE_VC38,HC03_EST_VC38,HC03_MOE_VC38,HC01_EST_VC39,HC01_MOE_VC39,HC02_EST_VC39,HC02_MOE_VC39,HC03_EST_VC39,HC03_MOE_VC39,HC01_EST_VC40,HC01_MOE_VC40,HC02_EST_VC40,HC02_MOE_VC40,HC03_EST_VC40,HC03_MOE_VC40
0400000US12,12,Florida,20294479,4316,7628537,48238,37.6,0.2,(X),(X),4369472,40136,21.5,0.2,(X),(X),1578792,21964,7.8,0.1,(X),(X),2709205,36829,13.3,0.2,(X),(X),81475,5447,0.4,0.1,4617143,54545,2603250,38549,56.4,0.5,15528605,55457,4988053,45536,32.1,0.3,6522587,36964,621726,15989,9.5,0.2,6232323,36196,389036,12669,6.2,0.2,290264,9110,232690,8748,80.2,1.4,1339622,10006,686589,13686,51.3,1.0,2796723,10334,1151189,19067,41.2,0.7,1717509,8063,267667,10471,15.6,0.6,2585886,7876,377866,12841,14.6,0.5,2411392,8746,341037,12329,14.1,0.5,2716901,6051,389246,12383,14.3,0.5,2705700,4854,563269,12451,20.8,0.5,2260137,4219,2130197,7895,94.3,0.3,1760609,3961,1721477,5724,97.8,0.2,4136345,4168,25751,3455,0.6,0.1,12137388,6526,507594,13306,4.2,0.1,4020746,4299,3846967,9602,95.7,0.2,4136345,4168,1818958,24838,44.0,0.6,12137388,6526,1465406,28225,12.1,0.2,4020746,4299,574014,10945,14.3,0.3,4136345,4168,7467,2153,0.2,0.1,12137388,6526,247658,9333,2.0,0.1,4020746,4299,355337,7921,8.8,0.2
0400000US13,13,Georgia,10120788,3683,3170317,30957,31.3,0.3,(X),(X),1845408,32259,18.2,0.3,(X),(X),486515,11665,4.8,0.1,(X),(X),1319567,27482,13.0,0.3,(X),(X),39326,4207,0.4,0.1,2350664,33667,1253722,26290,53.3,0.8,7655302,34892,1889631,23264,24.7,0.3,3425190,25696,239570,7608,7.0,0.2,3307150,24965,144663,6431,4.4,0.2,118040,5633,94907,4829,80.4,2.0,779378,6915,373116,10741,47.9,1.4,1726948,7230,673661,13687,39.0,0.8,975191,6778,121194,6761,12.4,0.7,1352256,8109,156158,7394,11.5,0.5,1352124,8593,148479,7248,11.0,0.5,1383935,7282,173427,8191,12.5,0.6,1220653,3688,250337,8346,20.5,0.7,840374,4933,795158,6427,94.6,0.5,489929,4421,478787,4639,97.7,0.4,2506326,3107,27594,4354,1.1,0.2,6284159,6227,257390,8822,4.1,0.1,1330303,3964,1272389,5955,95.6,0.3,2506326,3107,1023174,21083,40.8,0.8,6284159,6227,597346,16795,9.5,0.3,1330303,3964,197366,6548,14.8,0.5,2506326,3107,6528,1999,0.3,0.1,6284159,6227,138544,6227,2.2,0.1,1330303,3964,110608,4797,8.3,0.4
0400000US15,15,Hawaii,1378730,2525,469490,9766,34.1,0.7,(X),(X),237302,8355,17.2,0.6,(X),(X),55265,3159,4.0,0.2,(X),(X),178662,8302,13.0,0.6,(X),(X),3375,1319,0.2,0.1,192872,12850,126414,9766,65.5,2.7,1170980,13308,339731,9282,29.0,0.7,489415,7484,54908,3735,11.2,0.7,461035,7182,32738,3256,7.1,0.7,28380,2710,22170,2265,78.1,3.8,109159,2170,36983,2746,33.9,2.4,198402,2405,60868,3903,30.7,1.9,115067,1782,21482,2357,18.7,2.0,188932,2588,33627,2987,17.8,1.6,170653,1901,26442,2498,15.5,1.5,174642,1663,27758,2865,15.9,1.6,183141,845,36379,2564,19.9,1.4,138113,787,127118,1703,92.0,1.1,100621,642,98833,893,98.2,0.7,307561,765,758,377,0.2,0.1,832435,2730,21100,2498,2.5,0.3,238734,714,225104,2129,94.3,0.9,307561,765,96913,5235,31.5,1.7,832435,2730,117907,5841,14.2,0.7,238734,714,29183,2222,12.2,0.9,307561,765,697,533,0.2,0.2,832435,2730,17282,2090,2.1,0.2,238734,714,16513,1737,6.9,0.7
0400000US16,16,Idaho,1662867,795,542600,12654,32.6,0.8,(X),(X),284213,11500,17.1,0.7,(X),(X),76322,4157,4.6,0.3,(X),(X),202486,10345,12.2,0.6,(X),(X),5405,1379,0.3,0.1,361044,18091,192732,12567,53.4,1.8,1288897,18301,346134,10299,26.9,0.8,516947,9158,41709,3682,8.1,0.7,497956,8749,26168,3110,5.3,0.6,18991,2064,15541,1850,81.8,4.1,136527,3096,64011,4094,46.9,2.7,299103,3293,105952,7051,35.4,2.3,156132,2765,19658,2395,12.6,1.5,215164,3712,29458,3537,13.7,1.6,202475,3670,22498,3035,11.1,1.5,196038,2741,22131,3080,11.3,1.5,204994,1909,34447,2501,16.8,1.2,154118,1776,147109,1943,95.5,0.9,98316,1237,97336,1161,99.0,0.5,435630,1373,2120,848,0.5,0.2,974803,2105,37317,3568,3.8,0.4,252434,1794,243866,1930,96.6,0.6,435630,1373,168939,8921,38.8,2.1,974803,2105,92451,6111,9.5,0.6,252434,1794,31614,3162,12.5,1.2,435630,1373,487,370,0.1,0.1,974803,2105,21396,2546,2.2,0.3,252434,1794,29954,2225,11.9,0.9
0400000US17,17,Illinois,12620388,1326,4292429,35107,34.0,0.3,(X),(X),2653712,33211,21.0,0.3,(X),(X),595826,10642,4.7,0.1,(X),(X),2034281,30484,16.1,0.2,(X),(X),23605,2686,0.2,0.1,2398841,41734,1623367,33001,67.7,0.6,10094341,42680,2639128,29827,26.1,0.3,4380480,25042,415086,10687,9.5,0.2,4224431,24153,291915,8669,6.9,0.2,156049,5018,123171,4488,78.9,1.6,922166,6142,386734,9485,41.9,1.0,1997697,6271,750269,16791,37.6,0.8,1189876,4278,230068,7838,19.3,0.7,1735407,5476,326690,8740,18.8,0.5,1633302,4121,267614,8540,16.4,0.5,1694747,4604,267801,7398,15.8,0.4,1639283,2874,332831,7479,20.3,0.5,1059677,2680,994786,4678,93.9,0.4,748233,2786,735636,2954,98.3,0.2,2919863,2632,14234,2765,0.5,0.1,7892615,3987,250902,9644,3.2,0.1,1807910,3613,1728776,5373,95.6,0.2,2919863,2632,1128358,20596,38.6,0.7,7892615,3987,1220545,17389,15.5,0.2,1807910,3613,201524,6792,11.1,0.4,2919863,2632,2321,807,0.1,0.1,7892615,3987,83010,4170,1.1,0.1,1807910,3613,125946,4650,7.0,0.3
0400000US18,18,Indiana,6534914,919,2177206,22139,33.3,0.3,(X),(X),1227419,21616,18.8,0.3,(X),(X),326737,8945,5.0,0.1,(X),(X),883765,20147,13.5,0.3,(X),(X),16917,2215,0.3,0.1,1329362,23269,817417,19754,61.5,0.9,5100262,23925,1336628,17264,26.2,0.3,2209845,16598,179114,7289,8.1,0.3,2133924,16904,118050,6052,5.5,0.3,75921,4006,61064,3661,80.4,2.1,505022,5654,204497,7354,40.5,1.3,1068903,5815,363800,10657,34.0,1.0,654535,4633,103877,5866,15.9,0.9,839226,6467,141290,5946,16.8,0.7,797907,4468,122780,5868,15.4,0.7,855659,4450,137987,4557,16.1,0.5,856384,3095,175124,6166,20.4,0.7,571644,2801,545974,3983,95.5,0.5,385634,2037,381877,2216,99.0,0.2,1573925,3269,9773,2312,0.6,0.1,4003711,3770,186083,6652,4.6,0.2,957278,2718,927044,4105,96.8,0.3,1573925,3269,563064,13367,35.8,0.9,4003711,3770,528123,13309,13.2,0.3,957278,2718,91628,4606,9.6,0.5,1573925,3269,806,371,0.1,0.1,4003711,3770,60811,3453,1.5,0.1,957278,2718,89785,4278,9.4,0.4
0400000US19,19,Iowa,3091437,506,1068990,16186,34.6,0.5,(X),(X),562680,15183,18.2,0.5,(X),(X),139869,5026,4.5,0.2,(X),(X),415485,13839,13.4,0.4,(X),(X),7326,1520,0.2,0.1,541028,16664,358302,11857,66.2,1.2,2488705,16438,700955,13891,28.2,0.5,1132183,11037,115947,5762,10.2,0.5,1088742,10786,80195,5254,7.4,0.5,43441,2431,35752,2134,82.3,2.6,237466,3439,98253,5352,41.4,2.1,487531,3802,167092,6835,34.3,1.3,317098,3300,53751,3765,17.0,1.2,389746,4096,77448,4536,19.9,1.1,366723,3256,58749,3961,16.0,1.1,388115,2896,58261,3282,15.0,0.8,413523,1931,75847,3638,18.3,0.9,276925,1650,266618,2180,96.3,0.5,214310,1503,212971,1632,99.4,0.2,724997,1876,2893,838,0.4,0.1,1875205,2681,63122,4113,3.4,0.2,491235,2015,479316,2745,97.6,0.3,724997,1876,262907,9507,36.3,1.3,1875205,2681,276201,8656,14.7,0.5,491235,2015,52146,2801,10.6,0.6,724997,1876,1519,833,0.2,0.1,1875205,2681,27332,1978,1.5,0.1,491235,2015,49913,2300,10.2,0.5
0400000US20,20,Kansas,2850862,1447,831350,13145,29.2,0.5,(X),(X),406001,10775,14.2,0.4,(X),(X),129709,4566,4.5,0.2,(X),(X),269204,10103,9.4,0.4,(X),(X),7088,1305,0.2,0.1,534295,15213,265613,10250,49.7,1.3,2280432,15367,559438,9911,24.5,0.4,1011521,10551,78220,4348,7.7,0.4,968600,9810,41598,3445,4.3,0.3,42921,2708,36622,2381,85.3,2.3,235651,3637,83396,4130,35.4,1.7,477451,3661,145588,7359,30.5,1.5,292305,3696,29275,2710,10.0,0.9,364418,4052,34170,2916,9.4,0.8,345317,3607,34388,3053,10.0,0.9,347131,2891,39809,3071,11.5,0.9,369222,2071,56783,3676,15.4,1.0,243674,1807,234069,1816,96.1,0.6,175693,1744,173872,1683,99.0,0.3,713102,2368,2682,1136,0.4,0.2,1718393,3601,65456,3566,3.8,0.2,419367,2077,407750,2183,97.2,0.3,713102,2368,226779,8758,31.8,1.2,1718393,3601,132565,6270,7.7,0.4,419367,2077,42068,2694,10.0,0.6,713102,2368,892,485,0.1,0.1,1718393,3601,30704,2997,1.8,0.2,419367,2077,40013,2071,9.5,0.5
0400000US21,21,Kentucky,4354380,1440,1873497,23817,43.0,0.5,(X),(X),1143273,23479,26.3,0.5,(X),(X),238632,8352,5.5,0.2,(X),(X),891950,20813,20.5,0.5,(X),(X),12691,1857,0.3,0.1,1113439,27106,839725,22712,75.4,0.9,3177272,26770,1013908,18263,31.9,0.5,1381101,16950,184652,7422,13.4,0.5,1331457,16512,142616,6699,10.7,0.5,49644,2628,42036,2411,84.7,2.5,321525,4872,161012,6700,50.1,1.8,688461,5406,289650,9052,42.1,1.3,418865,3871,113858,6733,27.2,1.6,545189,4494,156275,6821,28.7,1.3,540815,3974,142672,6055,26.4,1.1,589657,3392,163900,4853,27.8,0.9,584501,2390,196425,6128,33.6,1.0,404805,1811,391637,2389,96.7,0.5,260562,1726,258068,1827,99.0,0.3,1009986,3149,10135,1952,1.0,0.2,2679027,3817,175725,6781,6.6,0.3,665367,2166,648331,2715,97.4,0.3,1009986,3149,445378,12578,44.1,1.2,2679027,3817,634479,13407,23.7,0.5,665367,2166,84651,4017,12.7,0.6,1009986,3149,1691,961,0.2,0.1,2679027,3817,53938,4103,2.0,0.2,665367,2166,68088,2980,10.2,0.4
0400000US22,22,Louisiana,4577182,1950,1810554,23606,39.6,0.5,(X),(X),1146173,20967,25.0,0.5,(X),(X),262336,7487,5.7,0.2,(X),(X),871513,19452,19.0,0.4,(X),(X),12324,2392,0.3,0.1,1272159,30309,825139,25105,64.9,1.1,3261302,31659,968742,18139,29.7,0.5,1433780,13725,156037,7218,10.9,0.5,1370471,13154,103892,6936,7.6,0.5,63309,3416,52145,2774,82.4,2.6,365908,5675,204137,7454,55.8,1.8,749549,5663,378947,11070,50.6,1.4,434277,5634,101120,5724,23.3,1.3,645501,7335,130017,7654,20.1,1.1,564949,6425,99852,5652,17.7,0.9,573507,6337,109259,5646,19.1,1.0,589465,2758,158615,4979,26.9,0.8,398035,2755,377338,3629,94.8,0.6,255991,2338,251269,2423,98.2,0.4,1115457,2300,8516,2213,0.8,0.2,2807699,3646,157460,6222,5.6,0.2,654026,2581,626958,3697,95.9,0.4,1115457,2300,577440,14434,51.8,1.3,2807699,3646,484933,12400,17.3,0.4,654026,2581,103622,5074,15.8,0.8,1115457,2300,1464,1481,0.1,0.1,2807699,3646,44414,3623,1.6,0.1,654026,2581,50687,2834,7.7,0.4
0400000US23,23,Maine,1317148,565,480025,9794,36.4,0.7,(X),(X),223190,9502,16.9,0.7,(X),(X),65576,3317,5.0,0.3,(X),(X),152991,8520,11.6,0.6,(X),(X),4623,1026,0.4,0.1,245480,11664,166467,9029,67.8,2.4,1048934,11628,308379,7307,29.4,0.7,430097,7035,36872,2868,8.6,0.6,411173,6999,21190,2175,5.2,0.5,18924,1724,15682,1459,82.9,3.6,78987,2115,31056,2641,39.3,3.0,175736,2095,57225,4151,32.6,2.4,108379,1639,17191,1959,15.9,1.8,154997,1668,28820,2482,18.6,1.6,150071,1646,26059,3080,17.4,2.0,190682,1824,32091,2404,16.8,1.2,208813,1027,46488,3633,22.3,1.7,150495,1044,143936,1426,95.6,0.8,98988,765,97159,1025,98.2,0.7,254723,993,1618,795,0.6,0.3,812942,1472,48359,4533,5.9,0.6,249483,1212,240927,1669,96.6,0.5,254723,993,87424,5163,34.3,2.0,812942,1472,123003,5587,15.1,0.7,249483,1212,42304,2752,17.0,1.1,254723,993,362,325,0.1,0.1,812942,1472,15280,1787,1.9,0.2,249483,1212,25677,1921,10.3,0.8
0400000US24,24,Maryland,5918535,2341,1888880,25965,31.9,0.4,(X),(X),1028277,25564,17.4,0.4,(X),(X),219675,8340,3.7,0.1,(X),(X),796699,23352,13.5,0.4,(X),(X),11903,2070,0.2,0.1,820037,17945,547835,16540,66.8,1.2,5034656,19143,1328121,18895,26.4,0.4,2244383,14727,233407,8511,10.4,0.4,2140656,13169,153152,7961,7.2,0.4,103727,4486,80255,3953,77.4,2.0,433900,4210,164873,7587,38.0,1.7,910688,4257,289093,9607,31.7,1.0,531009,4362,99814,6516,18.8,1.2,807769,4722,147683,6826,18.3,0.8,752046,3901,112011,5822,14.9,0.8,844688,3333,125197,5761,14.8,0.7,786254,1857,147965,5133,18.8,0.6,512632,2194,470573,3828,91.8,0.7,339549,1930,331671,2453,97.7,0.5,1344588,1197,11446,2704,0.9,0.2,3721766,3177,122107,6171,3.3,0.2,852181,1751,800929,3935,94.0,0.4,1344588,1197,445498,14022,33.1,1.0,3721766,3177,520272,15842,14.0,0.4,852181,1751,101031,4678,11.9,0.5,1344588,1197,986,679,0.1,0.1,3721766,3177,57181,3855,1.5,0.1,852181,1751,56839,2971,6.7,0.3
0400000US25,25,Massachusetts,6736017,1301,2458945,27383,36.5,0.4,(X),(X),1383661,26828,20.5,0.4,(X),(X),246909,6962,3.7,0.1,(X),(X),1129905,25291,16.8,0.4,(X),(X),6847,1639,0.1,0.1,974914,23273,752071,22268,77.1,1.1,5594269,23260,1684310,25593,30.1,0.4,2407856,18839,328586,10997,13.6,0.4,2302849,18250,248258,10176,10.8,0.4,105007,4235,80328,3269,76.5,1.7,432178,4715,168731,6586,39.0,1.5,943066,4898,312606,9824,33.1,1.0,701166,3117,155113,6346,22.1,0.9,940982,2804,233406,7662,24.8,0.8,818757,2951,186581,7436,22.8,0.9,953802,2773,207247,7828,21.7,0.8,909995,1683,212742,7627,23.4,0.8,604229,2036,558232,3131,92.4,0.5,431842,1968,424287,1986,98.3,0.3,1375244,1168,3856,1186,0.3,0.1,4324702,2604,137192,6778,3.2,0.2,1036071,1969,981581,3390,94.7,0.3,1375244,1168,479321,11880,34.9,0.9,4324702,2604,921677,17831,21.3,0.4,1036071,1969,182328,5543,17.6,0.5,1375244,1168,785,463,0.1,0.1,4324702,2604,35771,2863,0.8,0.1,1036071,1969,64499,3228,6.2,0.3
0400000US26,26,Michigan,9818099,823,3795318,28390,38.7,0.3,(X),(X),2041298,26292,20.8,0.3,(X),(X),370656,8846,3.8,0.1,(X),(X),1650936,24541,16.8,0.3,(X),(X),19706,2087,0.2,0.1,2101424,29441,1481948,25305,70.5,0.7,7597221,29874,2277861,23264,30.0,0.3,3075102,17903,319295,9604,10.4,0.3,2975857,17604,237498,8607,8.0,0.3,99245,3860,81797,3504,82.4,1.5,687018,5485,309146,6352,45.0,0.9,1500536,5465,558288,12380,37.2,0.8,966190,3692,221557,7763,22.9,0.8,1228977,4108,314771,8093,25.6,0.6,1143277,3338,242663,7626,21.2,0.7,1334832,3625,277147,6842,20.8,0.5,1386346,2551,334473,6488,24.1,0.5,931267,2050,902226,2897,96.9,0.3,639656,2066,635047,2243,99.3,0.2,2187554,2053,10774,1848,0.5,0.1,6059622,2831,300927,8537,5.0,0.1,1570923,2328,1536138,3310,97.8,0.2,2187554,2053,862573,13514,39.4,0.6,6059622,2831,1187827,18636,19.6,0.3,1570923,2328,189408,5524,12.1,0.4,2187554,2053,1632,632,0.1,0.1,6059622,2831,81294,4356,1.3,0.1,1570923,2328,118667,3793,7.6,0.2
0400000US27,27,Minnesota,5462438,681,1791025,15434,32.8,0.3,(X),(X),944468,17549,17.3,0.3,(X),(X),194380,5319,3.6,0.1,(X),(X),740449,16445,13.6,0.3,(X),(X),9639,1585,0.2,0.1,831753,19703,568999,16038,68.4,1.0,4562250,20101,1207617,16195,26.5,0.3,2009111,12780,212448,6320,10.6,0.3,1945633,13064,160499,5605,8.2,0.3,63478,3485,51949,2922,81.8,2.1,420009,4471,141061,5272,33.6,1.2,866314,4680,256386,6327,29.6,0.7,502744,3572,93478,4437,18.6,0.9,736885,3927,148565,5521,20.2,0.7,674194,3115,117683,5605,17.5,0.8,723695,2842,114876,4535,15.9,0.6,738146,2446,139532,4344,18.9,0.6,466972,1838,448370,2757,96.0,0.4,333479,1690,331074,1899,99.3,0.2,1286323,2266,3150,972,0.2,0.1,3375664,2939,100539,4123,3.0,0.1,800451,2016,778656,2907,97.3,0.3,1286323,2266,395771,8751,30.8,0.7,3375664,2939,520675,10357,15.4,0.3,800451,2016,73299,3782,9.2,0.5,1286323,2266,1004,627,0.1,0.1,3375664,2939,43872,3144,1.3,0.1,800451,2016,90353,2565,11.3,0.3
0400000US28,28,Mississippi,2924168,1457,1153323,14058,39.4,0.5,(X),(X),697711,13359,23.9,0.5,(X),(X),169632,6438,5.8,0.2,(X),(X),519759,12521,17.8,0.4,(X),(X),8320,1414,0.3,0.1,856885,22782,521250,16114,60.8,1.1,2028245,22808,624473,14148,30.8,0.6,900724,11783,80497,5094,8.9,0.6,863735,11724,48213,4562,5.6,0.5,36989,2619,32284,2506,87.3,3.0,223571,4320,129700,4751,58.0,1.8,497537,4663,253170,8359,50.9,1.6,299474,5042,49526,3640,16.5,1.2,363694,6621,63613,4534,17.5,1.2,361931,5752,56289,4716,15.6,1.2,368866,4807,68767,4226,18.6,1.1,372595,2608,104353,4544,28.0,1.2,266935,2582,259484,2590,97.2,0.5,169565,2951,168421,2966,99.3,0.3,721108,2345,4002,1302,0.6,0.2,1766560,3144,112470,4457,6.4,0.3,436500,2121,427478,2687,97.9,0.4,721108,2345,379815,8754,52.7,1.2,1766560,3144,257530,9110,14.6,0.5,436500,2121,81116,3909,18.6,0.9,721108,2345,2228,1115,0.3,0.2,1766560,3144,37392,3684,2.1,0.2,436500,2121,41569,2659,9.5,0.6
0400000US29,29,Missouri,5977199,1793,1885398,17754,31.5,0.3,(X),(X),1022660,18627,17.1,0.3,(X),(X),363736,10432,6.1,0.2,(X),(X),636183,17566,10.6,0.3,(X),(X),22741,2810,0.4,0.1,1233907,28625,678848,19225,55.0,1.0,4666121,28967,1190780,15313,25.5,0.3,2053887,15608,139630,6029,6.8,0.3,1979594,15110,77396,4931,3.9,0.2,74293,3990,62234,3645,83.8,2.2,443099,5249,171307,6505,38.7,1.3,943372,5254,294426,9778,31.2,1.0,564245,5053,63791,4454,11.3,0.8,775820,5047,86577,4284,11.2,0.5,722619,4694,80689,5054,11.2,0.7,782646,4129,112565,5063,14.4,0.7,807844,2533,162329,5792,20.1,0.7,551885,2510,531818,3120,96.4,0.4,385669,2319,381896,2533,99.0,0.2,1386471,3179,7847,2365,0.6,0.2,3653174,4347,195659,7839,5.4,0.2,937554,2903,911842,3621,97.3,0.3,1386471,3179,458972,12415,33.1,0.9,3653174,4347,331338,9942,9.1,0.3,937554,2903,91308,4495,9.7,0.5,1386471,3179,1721,920,0.1,0.1,3653174,4347,68826,3985,1.9,0.1,937554,2903,94247,3979,10.1,0.4
0400000US30,30,Montana,1027510,634,388177,7815,37.8,0.8,(X),(X),209617,6462,20.4,0.6,(X),(X),59278,3158,5.8,0.3,(X),(X),143668,6068,14.0,0.6,(X),(X),6671,1668,0.6,0.2,218023,9867,134022,7196,61.5,2.3,797680,9633,251193,8029,31.5,0.9,332974,6373,39551,2956,11.9,0.9,318800,6138,26827,2732,8.4,0.9,14174,1384,12724,1328,89.8,3.2,74260,1921,33000,2494,44.4,3.2,153371,2405,59007,4164,38.5,2.6,98994,2338,17280,2288,17.5,2.3,123637,2249,25125,2624,20.3,2.1,118376,1690,18804,2181,15.9,1.8,126599,1820,23925,2226,18.9,1.8,152827,1517,34387,2980,22.5,1.9,108820,972,106265,1156,97.7,0.6,70626,692,70384,682,99.7,0.3,227631,1693,873,390,0.4,0.2,620433,2049,28528,3360,4.6,0.5,179446,1104,176204,1332,98.2,0.4,227631,1693,91276,4760,40.1,2.1,620433,2049,91033,4874,14.7,0.8,179446,1104,20678,1829,11.5,1.0,227631,1693,536,411,0.2,0.2,620433,2049,19574,2251,3.2,0.4,179446,1104,23541,1982,13.1,1.1
0400000US31,31,Nebraska,1877654,1048,512856,9455,27.3,0.5,(X),(X),251931,9771,13.4,0.5,(X),(X),77431,3525,4.1,0.2,(X),(X),168071,9035,9.0,0.5,(X),(X),6429,1093,0.3,0.1,327718,10995,165490,7920,50.5,1.7,1517948,10926,339669,7941,22.4,0.5,711023,7345,50346,2964,7.1,0.4,681476,7077,24811,2313,3.6,0.3,29547,1781,25535,1733,86.4,2.6,158257,2606,49985,3294,31.6,2.1,314432,2515,88245,5096,28.1,1.6,186782,2555,16499,1986,8.8,1.1,248702,3310,23128,2644,9.3,1.1,230626,3290,16951,2051,7.3,0.9,226245,2518,21155,2243,9.4,1.0,239436,1623,31360,2487,13.1,1.0,156330,1365,149842,1653,95.8,0.7,116844,1421,115691,1453,99.0,0.4,472689,1248,1731,809,0.4,0.2,1131791,1989,32405,2677,2.9,0.2,273174,1407,265093,1682,97.0,0.4,472689,1248,136768,6356,28.9,1.3,1131791,1989,76427,4345,6.8,0.4,273174,1407,30285,1869,11.1,0.7,472689,1248,719,460,0.2,0.1,1131791,1989,21064,1637,1.9,0.1,273174,1407,32204,1929,11.8,0.7
0400000US32,32,Nevada,2905767,1083,1003725,19884,34.5,0.7,(X),(X),618421,18938,21.3,0.7,(X),(X),171348,6925,5.9,0.2,(X),(X),434633,17479,15.0,0.6,(X),(X),12440,2015,0.4,0.1,621331,20585,368220,17194,59.3,1.5,2269881,20146,627282,13753,27.6,0.6,963963,11120,101293,5434,10.5,0.6,924380,11062,69900,4564,7.6,0.5,39583,2888,31393,2570,79.3,3.4,217982,3138,90930,4358,41.7,2.0,458453,3186,160898,8331,35.1,1.8,246500,2430,43778,3583,17.8,1.4,414847,2647,75173,4505,18.1,1.1,383029,2394,62502,4786,16.3,1.3,387032,2136,64326,4042,16.6,1.0,360405,1323,89173,4600,24.7,1.3,274365,1275,257319,2508,93.8,0.8,163154,1210,159626,1546,97.8,0.6,676435,816,3052,1202,0.5,0.2,1791813,1795,57533,4337,3.2,0.2,437519,1289,415759,2549,95.0,0.5,676435,816,250454,10278,37.0,1.5,1791813,1795,268600,11377,15.0,0.6,437519,1289,50129,3104,11.5,0.7,676435,816,735,471,0.1,0.1,1791813,1795,43510,3541,2.4,0.2,437519,1289,50240,3231,11.5,0.7
